StudentSSN,SectionID,Grade
689586330,198,3.9
689586330,28,3.9
689586330,39,3.9
689586330,156,2.8
689586330,153,3.5
272348825,27,2.3
272348825,261,3.1
272348825,131,4
272348825,300,3.7
272348825,45,2.1
272348825,60,3.9
272348825,78,2
630763594,51,2.7
630763594,279,3
630763594,164,3.9
630763594,296,2.2
630763594,99,3.7
630763594,83,3.5
630763594,305,2.1
452066640,160,2.6
452066640,239,3.7
452066640,260,3.4
452066640,65,3.6
452066640,241,3.2
452066640,321,2.9
605425137,37,3.9
605425137,203,2.6
605425137,260,2.6
605425137,28,2.9
605425137,21,3
605425137,161,2.8
605425137,281,3.5
100000025,131,2.9
100000025,176,2.9
100000025,228,2.7
100000025,284,3.5
100000025,53,3.5
100000025,40,2.9
841368422,230,2.7
841368422,80,3.8
841368422,110,2.1
841368422,49,2.1
841368422,3,3.8
841368422,123,3.6
841368422,195,2.5
704418877,243,2.6
704418877,155,2.6
704418877,128,3.9
704418877,176,2.8
704418877,127,3
704418877,81,2.3
704418877,14,3.9
936650072,240,3.1
936650072,7,3.5
936650072,175,3.3
936650072,108,2.1
936650072,204,3.5
936650072,89,3.7
939233821,261,2.7
939233821,282,3.8
939233821,182,2.1
939233821,143,2
939233821,33,2.6
939233821,263,2.3
939233821,91,3.4
941330580,212,3.9
941330580,162,3
941330580,262,3.5
941330580,264,3
941330580,289,2.5
941330580,131,2.4
372745862,225,3.8
372745862,309,2.2
372745862,2,2.5
372745862,184,3
372745862,168,2.6
372745862,166,2.3
315730461,163,3.3
315730461,91,3.5
315730461,275,2.9
315730461,17,2.2
315730461,39,2.4
315730461,31,2
423003161,119,2.3
423003161,147,3.6
423003161,204,2.1
423003161,125,3
768048671,296,2.2
768048671,106,2.2
768048671,287,2.6
768048671,88,2.7
768048671,115,4
768048671,166,2.3
768048671,44,3.3
311401416,195,2
311401416,26,2.4
311401416,282,3.5
311401416,34,2.2
311401416,182,3.9
311401416,5,3.1
311401416,147,2.2
100000061,202,2.9
100000061,318,2.6
100000061,216,2.2
100000061,156,4
100000061,142,2.3
842727338,197,2.5
842727338,152,2.1
842727338,170,2.6
842727338,22,3
842727338,229,2.4
842727338,113,3.1
459870631,121,4
459870631,120,2.9
459870631,125,3.4
459870631,173,2.1
459870631,182,2.4
459870631,172,3.1
100000018,131,3.5
100000018,225,2.3
100000018,210,3.7
100000018,178,3.3
481585099,313,2.3
481585099,308,3.5
481585099,251,2.3
481585099,62,2.2
481585099,24,3.9
481585099,313,2.9
100000047,132,2.6
100000047,296,3.5
100000047,288,2.6
100000047,105,2
100000047,49,3.3
100000047,203,4
834118527,136,3.1
834118527,140,3.4
834118527,234,2.1
834118527,210,2.2
834118527,117,2.5
834118527,232,2.3
508175756,18,2.6
508175756,58,3.6
508175756,249,3.8
508175756,232,3.8
508175756,181,3.7
508175756,89,3.9
100000088,262,3.5
100000088,267,2.6
100000088,74,2.2
100000088,68,2.7
100000088,52,2.1
100000088,280,2.9
100000088,138,2.9
673823620,259,2.7
673823620,43,3.2
673823620,119,3.4
673823620,72,2.4
673823620,178,3.5
673823620,318,3.6
818977738,59,3.2
818977738,231,2.8
818977738,271,3.8
818977738,31,3.4
818977738,52,3.9
572224617,131,2.8
572224617,209,2.7
572224617,163,2.3
572224617,306,2.8
572224617,142,2.2
747380244,21,2.1
747380244,138,3.9
747380244,78,3.5
747380244,39,3.9
747380244,49,3.9
747380244,169,2.9
249430699,158,2
249430699,183,2.4
249430699,95,2.5
249430699,94,2.2
249430699,56,2.2
249430699,282,2.7
444794052,296,4
444794052,290,2.2
444794052,160,2.5
444794052,11,3.8
444794052,223,3.7
444794052,179,3.7
448950483,248,3.4
448950483,194,3.6
448950483,170,2.2
448950483,284,2.1
448950483,267,2.7
448950483,202,2.4
448950483,46,2.5
944480866,67,3.2
944480866,216,2.6
944480866,136,2.4
944480866,227,2.8
944480866,134,2.3
944480866,314,2.1
724134517,269,3.3
724134517,42,3.2
724134517,180,3.5
724134517,238,2
724134517,6,3.9
724134517,230,3.9
724134517,145,3
951402384,97,3.5
951402384,231,2.6
951402384,23,2.7
951402384,97,3.3
951402384,202,3
951402384,132,3.3
736252074,167,3.7
736252074,115,3.3
736252074,161,2.5
736252074,249,3.1
135467474,290,2.4
135467474,155,3.5
135467474,48,3
135467474,191,3.8
135467474,130,4
135467474,98,2.8
532373775,275,2.5
532373775,221,3.9
532373775,17,2.4
532373775,43,3.6
532373775,311,3.3
100000093,1,3.8
100000093,197,4
100000093,123,3.9
100000093,57,3.5
100000093,178,2.5
100000093,295,3.6
291301763,155,3.6
291301763,68,2.6
291301763,70,3.1
291301763,157,2.6
291301763,93,2
291301763,214,2.9
656843612,43,2.5
656843612,260,2.3
656843612,126,2.1
656843612,162,2.4
656843612,51,2.8
656843612,78,2.6
734381336,8,3.8
734381336,276,2.8
734381336,321,2.2
734381336,296,3.9
734381336,289,2.9
985381569,90,2.9
985381569,266,3.5
985381569,20,3
985381569,263,2.7
985381569,133,2.3
985381569,24,2.6
985381569,280,3.5
122610077,85,2.3
122610077,188,2.2
122610077,233,3.7
122610077,76,3.1
122610077,315,3.4
122610077,221,4
929736750,285,2.8
929736750,266,2.1
929736750,46,3.4
929736750,65,2.3
929736750,286,2.8
929736750,267,3.5
734475637,43,2.6
734475637,7,3.2
734475637,245,2.6
734475637,270,2.7
126201917,320,3.3
126201917,287,2.8
126201917,10,3.2
126201917,179,4
126201917,10,2.3
126201917,27,2.1
126201917,146,3.1
100000044,221,4
100000044,33,3.4
100000044,68,3.7
100000044,182,3
100000044,86,2.7
935311638,184,3.9
935311638,197,3.2
935311638,196,3.2
935311638,77,3.1
935311638,74,2.8
935311638,50,2.5
935311638,49,3
182466487,300,3.2
182466487,236,2.1
182466487,66,2.1
182466487,79,4
182466487,47,2.2
182466487,186,3.7
809227630,221,3.3
809227630,150,3.8
809227630,73,2.6
809227630,128,2.1
809227630,309,3.4
809227630,152,3.7
809227630,70,3.7
592694106,153,3.4
592694106,98,3.3
592694106,269,2.4
592694106,67,2.2
592694106,255,3.4
557024415,156,2.6
557024415,265,3
557024415,169,2.7
557024415,67,2.5
557024415,132,3.6
557024415,72,2.5
100000019,241,2.3
100000019,243,2.2
100000019,133,3.2
100000019,129,3.5
100000019,164,3.8
100000019,2,2.7
293186456,12,2.7
293186456,252,3.4
293186456,203,3.6
293186456,282,3.8
293186456,124,2.2
293186456,33,2.7
149973719,275,3.6
149973719,97,2.5
149973719,138,3.5
149973719,175,2.3
149973719,140,2.3
149973719,151,2.9
149973719,61,2.7
962139099,218,3.9
962139099,28,3.3
962139099,289,2.9
962139099,143,3.1
962139099,248,2.7
962139099,226,3.8
962139099,260,2.2
305615009,170,3.1
305615009,319,2.6
305615009,24,3.9
305615009,246,2.8
305615009,35,2.4
305615009,119,3
305615009,191,2.5
972109917,194,2.6
972109917,58,3.1
972109917,82,3.2
972109917,191,3.6
972109917,250,2.7
972109917,277,3
396683565,204,2.9
396683565,141,3
396683565,308,2.6
396683565,260,4
396683565,269,2.7
396683565,127,3.9
396683565,227,3.2
817303771,141,3.6
817303771,191,3.3
817303771,268,3.5
817303771,19,2.9
817303771,144,3.1
817303771,111,2.3
969182868,140,3.8
969182868,70,2.8
969182868,215,2.1
969182868,155,2.2
969182868,199,2.7
969182868,89,3.1
969182868,103,2.6
174631601,311,3.9
174631601,59,2.6
174631601,265,2.6
174631601,36,2.3
174631601,264,2.3
174631601,203,3.8
100000081,317,2.3
100000081,146,3.9
100000081,167,3
100000081,220,3.9
100000081,231,3.2
359196383,274,2.9
359196383,167,3.7
359196383,75,3.8
359196383,21,3.8
359196383,172,3.6
359196383,74,2.1
988405591,137,3.1
988405591,64,3.3
988405591,229,2.3
988405591,49,3.9
988405591,25,3.8
988405591,121,2
918394307,179,3.1
918394307,273,3.7
918394307,265,3.8
918394307,294,2
918394307,220,3.4
918394307,73,3.1
918394307,136,3
165090933,155,2.4
165090933,82,3.1
165090933,290,2
165090933,165,2.8
165090933,164,3.8
165090933,189,2.2
100000031,166,3.3
100000031,191,3.8
100000031,257,2.8
100000031,160,2.3
100000031,305,3
100000031,297,3.9
378989510,246,2.2
378989510,23,3.5
378989510,53,2.5
378989510,319,2.3
378989510,121,2.3
378989510,263,3.6
686895345,290,2.8
686895345,13,2.8
686895345,230,3.2
686895345,299,4
686895345,189,3.7
686895345,24,3
686895345,168,3.9
451218285,225,2.7
451218285,267,2.7
451218285,90,3
451218285,20,2.8
451218285,291,3.6
236904003,148,2
236904003,189,3.5
236904003,317,3.1
236904003,223,2.4
236904003,52,3.8
236904003,175,2.7
784151492,21,2.2
784151492,182,2.7
784151492,109,3.4
784151492,69,2.1
784151492,284,3.1
784151492,316,3
784151492,3,3.5
197458669,35,2.8
197458669,233,2.7
197458669,257,3.4
197458669,231,3
197458669,224,2.8
627517641,147,3.5
627517641,95,2.7
627517641,156,3.7
627517641,272,3.4
627517641,134,3.2
627517641,45,2.8
699678615,92,3.4
699678615,228,3.1
699678615,174,3.1
699678615,176,2
699678615,174,3
792385108,264,3.4
792385108,72,3.9
792385108,164,3.1
792385108,201,2.4
376664011,226,2.8
376664011,40,2.3
376664011,101,3.2
376664011,111,3.4
376664011,23,3.3
376664011,66,2.4
772580855,44,2.6
772580855,95,2.8
772580855,6,3.3
772580855,309,2.6
772580855,226,2.5
772580855,205,2.7
772580855,4,2.5
394365269,68,2.1
394365269,268,3.5
394365269,70,2.8
394365269,33,3.6
394365269,101,3.8
907951242,13,2.7
907951242,226,3.3
907951242,264,2.2
907951242,110,2
907951242,286,3.8
992315967,163,2.6
992315967,102,2.2
992315967,115,2.8
992315967,54,3.7
992315967,312,3.4
659413809,253,3
659413809,196,3
659413809,173,2
659413809,209,2.7
659413809,38,4
659413809,127,2.2
659413809,111,3
100000089,226,2.4
100000089,205,2.6
100000089,256,3.4
100000089,293,3.7
100000089,61,3.5
100000089,51,2.4
100000089,73,2
371770700,140,3.9
371770700,206,3.6
371770700,63,3
371770700,137,2
371770700,308,2.7
371770700,280,3.6
528602885,127,3.2
528602885,245,2
528602885,78,2.5
528602885,302,2.4
528602885,233,3.4
528602885,35,2.3
525268183,263,3.4
525268183,125,3.8
525268183,239,3.5
525268183,61,2.7
525268183,87,2.7
388211450,318,3.3
388211450,246,2.5
388211450,40,3.3
388211450,244,3.7
388211450,17,3.2
961243520,44,2.1
961243520,190,3.4
961243520,46,2.3
961243520,70,2.2
961243520,143,2.2
989916266,272,2
989916266,254,3.6
989916266,5,2.5
989916266,33,2.6
989916266,171,3.5
989916266,53,2.1
589805086,189,2.6
589805086,320,2.1
589805086,57,3.1
589805086,65,3.6
589805086,285,2.5
589805086,298,3
547635042,18,3.1
547635042,15,3.4
547635042,134,2.2
547635042,304,2.9
547635042,169,2.7
450010674,148,3.9
450010674,321,3.1
450010674,72,2.3
450010674,126,2
450010674,124,4
546222657,242,2.1
546222657,276,3.3
546222657,146,2.4
546222657,318,2.1
546222657,268,2.3
546222657,42,2.2
980343898,21,3.9
980343898,296,2.8
980343898,197,2.2
980343898,128,2.1
980343898,186,3.8
985075643,88,3.4
985075643,51,2.8
985075643,184,3.3
985075643,55,3.2
959151452,152,2.2
959151452,87,2.8
959151452,236,2.8
959151452,28,2.6
959151452,227,3.8
704371183,250,2.1
704371183,217,3.5
704371183,8,2.4
704371183,224,2.9
704371183,225,2.4
704371183,61,2.2
704371183,174,2
932770935,57,3
932770935,264,2.6
932770935,47,2.1
932770935,139,3.9
932770935,187,3.9
140854214,264,2.5
140854214,250,2.8
140854214,172,3.3
140854214,70,2.4
140854214,295,2.6
140854214,202,3.6
140854214,36,3.1
100000012,272,3.7
100000012,100,4
100000012,5,3.4
100000012,233,3.3
100000012,171,3.4
100000012,230,3.7
100000012,225,2.7
954328143,63,4
954328143,38,2.7
954328143,266,2.9
954328143,125,3.1
954328143,151,3.4
954328143,257,3.6
954328143,313,3.3
868356701,51,3
868356701,200,3.3
868356701,191,3.6
868356701,153,3
868356701,149,3
868356701,183,3.4
100000013,225,2.3
100000013,153,2.9
100000013,207,2.6
100000013,188,3.5
100000013,123,3.3
100000013,234,2.6
837349019,106,2.4
837349019,9,2.2
837349019,60,2.5
837349019,253,3.3
837349019,85,3.8
398790005,96,3.8
398790005,32,3.4
398790005,312,3.6
398790005,321,3.4
100000078,14,3.1
100000078,104,2.2
100000078,173,2.6
100000078,28,2.3
100000078,295,3.1
100000078,40,3.5
100000007,21,2.7
100000007,19,2.3
100000007,41,2.4
100000007,302,2.9
100000007,148,3.9
100000007,121,2.5
644201171,194,3.2
644201171,226,2.7
644201171,301,2.1
644201171,106,4
644201171,222,3.8
256215940,248,3.9
256215940,142,2.6
256215940,183,3.1
256215940,136,3.9
501266473,63,2.7
501266473,65,2
501266473,180,4
501266473,31,3.5
501266473,79,3.8
501266473,241,3.2
501266473,314,3
692505615,61,3.4
692505615,105,2.2
692505615,112,2.3
692505615,110,3.6
692505615,44,3.2
692505615,205,3.3
197937220,140,2.3
197937220,74,2.2
197937220,303,2.3
197937220,290,2.6
197937220,91,2.7
197937220,73,3.8
197937220,316,2.2
848463319,275,2.5
848463319,55,3.1
848463319,287,2
848463319,122,2.8
848463319,319,3.2
848463319,120,3.5
100000021,88,2.1
100000021,85,2.9
100000021,200,3.7
100000021,60,3.6
100000021,136,3.1
100000021,113,2.6
296542833,212,3.5
296542833,185,2.5
296542833,18,2.9
296542833,157,2.4
296542833,194,3.1
296542833,223,2.8
296542833,306,3
208560084,278,3.1
208560084,80,4
208560084,113,3.7
208560084,87,2.1
208560084,175,2
912615981,239,3.3
912615981,289,3.6
912615981,305,3.1
912615981,213,2.8
912615981,177,2.6
912615981,137,3.5
667047595,230,3.4
667047595,307,2.7
667047595,227,3.3
667047595,285,2.3
667047595,175,3.7
667047595,57,2.7
667047595,128,2.8
100000091,157,3.8
100000091,271,2.2
100000091,9,2.1
100000091,42,3.4
100000091,76,3.3
100000091,82,2.9
246310500,93,2.3
246310500,113,2.3
246310500,222,2.3
246310500,259,2.3
246310500,193,3.2
315727734,171,3.7
315727734,152,2.9
315727734,62,3.8
315727734,125,2
315727734,179,2.3
719207995,194,3.2
719207995,277,3.3
719207995,271,2.4
719207995,202,2.4
490512206,280,2.8
490512206,301,2.4
490512206,188,2.4
490512206,293,3.5
490512206,205,3.5
490512206,7,2.9
602696012,301,3.2
602696012,259,2.1
602696012,109,2.8
602696012,47,3.1
100000006,206,3.5
100000006,46,4
100000006,8,2.7
100000006,310,3.2
230419529,39,3.2
230419529,191,2.2
230419529,238,2.8
230419529,39,3.8
954729948,144,2.8
954729948,211,3.4
954729948,308,2.2
954729948,62,2.8
954729948,242,3.6
327094002,154,2.8
327094002,217,2.5
327094002,195,3.6
327094002,230,3.2
327094002,20,3
833125144,138,3.7
833125144,192,2.1
833125144,85,2.8
833125144,250,2.2
100000005,169,3.1
100000005,151,3.7
100000005,19,3
100000005,29,2.3
780161480,38,2.5
780161480,21,3.4
780161480,143,3.6
780161480,287,2.5
107110226,138,3.6
107110226,283,3.8
107110226,255,2.8
107110226,187,3.5
117355142,190,2.7
117355142,313,2.5
117355142,102,3.6
117355142,174,2.9
688777625,37,2.6
688777625,197,3.6
688777625,7,2.5
688777625,36,3.2
787560780,139,3.4
787560780,204,2.5
787560780,140,3.1
787560780,99,2.4
824566824,305,2.1
824566824,134,2.1
824566824,320,2.1
350825420,180,2.3
350825420,34,2.8
350825420,220,3
350825420,103,2.3
350825420,62,3
808966474,171,3.3
808966474,59,3
808966474,19,3.2
808966474,185,3
808966474,244,2.8
808966474,313,3.2
808966474,169,3.6
100000046,111,2.6
100000046,302,2.6
100000046,280,2
384921160,317,3.1
384921160,170,3.6
384921160,63,3.7
384921160,207,3.1
384921160,72,2.6
384921160,79,4
317026478,290,2.6
317026478,274,3.5
317026478,205,3.1
317026478,206,2.1
317026478,75,2.1
317026478,118,2.7
857184401,227,3.1
857184401,104,2.8
857184401,58,3.2
703371040,240,2.2
703371040,207,2.9
703371040,316,2.8
378099207,101,2.4
378099207,208,2.2
378099207,80,3
937564802,252,3.4
937564802,195,2.5
937564802,194,2.8
937564802,220,3.7
937564802,136,4
937564802,6,2.4
854481856,15,3.3
854481856,19,2.7
854481856,92,3.9
792693264,204,3.9
792693264,216,2.6
792693264,172,2.3
792693264,110,2.6
792693264,125,3.4
792693264,245,2.7
940867683,270,3.5
940867683,24,3.2
940867683,30,3.1
542536212,253,3.2
542536212,112,3.6
542536212,212,2
845842315,126,2.7
845842315,27,2.3
845842315,201,4
845842315,87,3.2
845842315,2,2.2
845842315,47,3.9
155022875,28,2.2
155022875,243,2
155022875,198,2.6
100000037,306,2.4
100000037,74,3
100000037,64,3
100000037,15,2.9
100000037,308,2.9
100000037,127,2
359578474,281,3.7
359578474,198,3.6
159057629,291,2.7
159057629,17,2.8
746423780,231,3.6
746423780,21,2.3
746423780,100,2.1
746423780,283,3.8
746423780,100,2
360724385,141,2
360724385,5,2.5
552839373,29,3.1
552839373,194,2.3
552839373,264,2.6
552839373,297,2.5
541880068,123,3
541880068,189,3.1
315859447,208,2.3
315859447,59,2.9
315859447,56,3.7
315859447,293,2.3
248395736,127,3.6
248395736,284,3.8
248395736,275,3.1
248395736,317,3.8
420861378,243,3.9
420861378,227,3.5
420861378,163,2.4
420861378,55,2.5
420861378,196,2.4
660296604,146,3
660296604,157,3.9
660296604,213,3.6
660296604,47,2.8
660296604,89,3.3
660296604,241,2.4
100000002,264,3.7
100000002,262,2
100000002,253,4
100000002,11,3.8
100000002,209,4
100000002,1,3.7
569709267,299,2.5
569709267,301,2.7
513973005,224,2.5
513973005,319,3.7
416892316,242,3.3
416892316,305,3.5
416892316,129,3.7
416892316,6,2.1
416892316,300,2.2
416892316,231,4
986741551,31,3.3
986741551,208,2.1
986741551,28,2.6
986741551,50,2.1
515366444,122,3.8
515366444,201,3.6
418461660,85,2.3
418461660,28,3.4
212932310,313,2.6
212932310,313,2.5
275469003,229,2.1
275469003,149,3.8
275469003,62,3.7
275469003,109,3.9
275469003,239,2
275469003,318,2.9
531962051,311,2.7
531962051,217,2.5
531962051,293,2.2
531962051,217,3.8
531962051,206,2.1
172507097,270,2.4
172507097,122,2.6
172507097,101,2.1
172507097,213,2.1
172507097,281,3.2
231865958,176,3.2
231865958,305,3.2
816334009,312,3.8
816334009,102,3.4
816334009,281,2
816334009,9,2.4
657564362,303,3
657564362,219,2.8
657564362,54,3.1
657564362,234,3.3
657564362,143,2.3
387611836,289,2.8
387611836,219,3.8
387611836,27,2.9
387611836,58,3.8
387611836,151,2.7
829954517,17,3.4
829954517,23,2.1
571673439,67,3.5
571673439,126,3.9
571673439,259,3.7
571673439,39,2.6
571673439,49,3.5
270848482,10,2.2
270848482,260,2.4
834112233,253,2.3
834112233,133,2.3
156526146,206,3.3
156526146,240,3.8
613091281,114,3.5
613091281,129,3.7
613091281,137,3
613091281,204,2.5
613091281,317,3.8
785418685,58,2
785418685,10,2.4
785418685,17,3.8
785418685,146,2.8
785418685,306,2.4
233591784,185,3.9
233591784,286,3.8
233591784,235,3.3
233591784,253,3.4
233591784,86,2.7
233591784,183,3
370375018,143,3.1
370375018,45,2.9
370375018,65,2.6
370375018,78,2.9
370375018,248,2.5
370375018,146,2.1
733700590,226,2
733700590,225,3.2
733700590,293,2.4
733700590,303,2.8
733700590,235,2.9
290277089,41,3.9
290277089,71,3.6
290277089,118,3.6
290277089,281,2.7
290277089,153,2.6
979966424,106,3.7
979966424,190,2.6
979966424,190,3.2
979966424,64,2.5
979966424,297,3.7
916952800,142,3.9
916952800,42,3.5
322635152,182,3.1
322635152,208,3.6
322635152,141,2.4
322635152,43,3.6
322635152,256,2.5
100000034,172,2.8
100000034,8,3.1
100000034,238,2.3
100000034,29,2.8
100000034,251,2.6
100000034,247,3.1
632698840,44,2.6
632698840,181,4
632698840,273,2.4
632698840,175,3.2
632698840,139,3.8
655500756,187,2.3
655500756,151,3.5
927304408,92,3.9
927304408,176,2.3
115774329,33,2.1
115774329,103,2.5
115774329,28,3.5
115774329,24,2.5
115774329,70,2.2
115774329,77,3.4
465735607,85,3
465735607,92,3.5
560458287,231,2.9
560458287,280,3.4
560458287,70,2.4
560458287,67,2.6
560458287,278,2.2
560458287,255,2.2
504448684,174,2.1
504448684,295,2.2
504448684,215,2.8
504448684,83,3.6
504448684,319,2.6
509736956,90,2.6
509736956,271,3.4
695459820,259,2.8
695459820,291,2.3
524078148,73,2.8
524078148,283,2.6
524078148,15,2.8
524078148,17,3.6
524078148,42,3.8
647506395,129,2.7
647506395,148,3.5
647506395,283,2.1
647506395,126,2.1
647506395,14,2.1
647506395,58,3.3
512038250,316,3
512038250,186,2.5
987260886,80,2.9
987260886,97,2.6
514086103,19,3.9
514086103,222,3
514086103,109,3.8
514086103,6,2.4
514086103,290,2.9
626176346,77,2.8
626176346,29,2.9
706572534,287,3.6
706572534,69,2.4
914408084,320,2.8
914408084,194,3.7
759603011,282,3.3
759603011,172,3.3
338354016,121,3.2
338354016,92,3.9
338354016,190,2
338354016,75,2.3
156438046,228,3.1
156438046,263,3.7
455628746,304,3.7
455628746,278,2.8
455628746,278,3.1
455628746,171,2.5
238352398,138,3.3
238352398,144,3
857149319,155,3.6
857149319,115,2.1
635926566,86,3.7
635926566,196,3.2
635926566,129,2.3
635926566,147,3.6
635926566,215,2.5
297149847,171,3.7
297149847,165,3.3
500019392,280,3.8
500019392,155,2.7
500019392,79,2.1
500019392,275,2
796740966,138,2.5
796740966,242,2.2
202448052,92,3.6
202448052,314,2
380910782,107,3.6
380910782,144,2.2
775632900,165,3.3
775632900,315,3.8
775632900,166,2.8
775632900,226,3.9
775632900,298,2.5
690275357,286,3.1
690275357,321,2.8
457743532,290,3.8
457743532,31,3.1
418483364,234,2.3
418483364,226,2.8
304665873,91,2.8
304665873,263,3
568629556,97,3.6
568629556,4,2.6
487452265,313,3
487452265,117,2.2
101739660,247,3.3
101739660,31,3.3
885256329,160,2.8
885256329,222,3.2
171799316,261,3.7
171799316,321,2.9
171799316,187,2
171799316,314,3.4
569423933,296,3.8
569423933,164,3.8
871575955,269,2.6
871575955,98,3.1
574300329,143,2.4
574300329,273,2.8
538711442,309,2.2
538711442,1,2.1
584937760,38,2.1
584937760,181,3.3
100000048,250,2
100000048,33,3.6
100000048,182,2.6
100000048,256,2.2
100000048,248,3.2
100000048,35,2.6
377839834,125,4
377839834,9,2.4
202313370,319,3.5
202313370,284,3.3
100000003,243,2.4
100000003,126,2.5
978250576,54,3.4
978250576,164,2.8
508652510,141,3
616819312,29,3.5
224163916,99,4
458509960,142,3
651780571,290,3.2
651780571,56,3.9
651780571,192,2.4
651780571,180,3
651780571,304,3.3
202440930,165,2.9
607152926,61,2.3
102283760,178,2.2
100000022,143,3.8
823810119,196,2.9
328304786,3,3
712848348,216,3
712848348,244,3.8
712848348,223,2.9
712848348,80,3
130849538,28,3.3
885740203,253,3.4
200311227,237,2.7
627311685,167,2.4
968964215,17,3.6
968964215,125,3.2
968964215,241,3.9
968964215,178,3.5
968964215,292,3.5
426920038,39,2.1
894584013,174,2.6
571243192,95,3.6
321518394,41,2.7
843456677,221,3.1
244310583,215,2.6
815498989,61,3.2
649526960,153,3.3
627362409,288,3.7
155884239,108,2.3
695317014,28,3.3
695317014,239,3.3
695317014,149,3.8
695317014,270,2.3
164683291,221,3.8
446449911,56,3.5
806336128,178,3.8
732191692,192,3.5
732191692,279,3.5
732191692,291,3.4
732191692,79,3.9
557548716,184,2.6
557548716,196,3.1
557548716,321,2.5
557548716,49,2.8
557548716,122,3.8
100000040,86,3.4
411620820,94,2.3
352674156,285,2.7
639433342,319,3.5
738787985,317,3.3
586864135,284,3.1
968684148,227,3.7
968684148,80,3.8
968684148,42,3.6
968684148,139,2.8
968684148,5,2
705919886,178,2.9
705919886,172,3.2
705919886,81,3.8
705919886,173,3.7
705919886,288,2.9
287768702,88,3.6
287768702,62,2.8
287768702,107,3.7
287768702,42,3.5
287768702,78,3.5
379308077,61,3.8
887079062,55,3.9
185164376,8,3.5
185164376,54,2.4
185164376,67,3.2
185164376,190,2.1
896453458,41,3.2
896453458,266,2.7
896453458,293,2.9
896453458,202,3.3
348188268,195,2.1
619554042,171,4
100000010,194,3.3
159228671,147,2
472021651,136,3.1
431903294,242,3.6
100000094,316,3
645926739,125,3.3
804055173,101,2.1
939171260,106,3.1
743234410,75,2.9
773852123,37,2.9
767348248,228,2.6
100000098,240,2.9
100000098,244,2.8
100000098,273,3.3
100000098,61,2
397874025,175,3.6
979347367,65,2.6
387675834,126,2.4
598157287,2,2.9
576714281,7,2.2
579406719,47,3.8
847262215,151,3.3
846986397,35,3.8
569317071,266,3.1
569317071,109,2.9
569317071,297,2.7
569317071,318,3.2
569317071,209,2.8
913261728,190,2.4
191247014,170,2.8
191247014,191,2.2
191247014,299,2.1
191247014,277,2.1
406730036,100,3.3
917134528,182,2
997926025,95,3.6
684634282,147,2.6
915553981,169,2.2
967195265,207,3.2
992888150,312,2.6
992888150,155,4
992888150,125,2.4
992888150,97,3.5
992888150,306,3.3
170915019,261,2.4
498274608,253,2.5
730232380,295,3.4
951297565,81,2.8
249898537,318,3
552411116,288,3.5
172798883,266,4
945623225,304,3
639158373,82,3.2
639158373,42,3.9
639158373,280,2.4
639158373,239,3
639158373,287,3.3
348996489,279,2.9
821230172,196,2.3
976248110,273,2.2
376226153,298,3.8
479364124,273,2.9
479364124,278,3
479364124,205,3
479364124,112,3.8
929699153,317,2.9
929699153,17,3
929699153,130,3.3
929699153,265,3.4
172615399,281,2.7
860858292,234,2.4
327476774,211,3.6
641748253,159,3.2
641748253,263,3.9
641748253,53,3.5
641748253,260,3.5
641748253,308,2.1
492303831,98,2.6
143525711,126,3.6
622507523,300,2.7
465507294,317,3.1
596877282,30,2.6
335667229,37,3.2
335667229,97,3.3
335667229,225,3.7
335667229,58,2.3
335667229,307,3.3
587348156,70,3.3
785725811,57,3.8
785725811,144,2.3
785725811,120,3.8
785725811,98,3.5
785725811,272,3.8
122766420,134,3.5
944318588,10,3.5
100000014,33,3.4
100000014,43,3.9
100000014,144,2.6
100000014,16,3.1
100000014,306,2.5
246613425,109,2.8
194548435,198,3.8
964885267,7,3.4
964885267,30,2.3
964885267,144,2.7
964885267,107,3.5
964885267,242,3.3
100000072,186,3.1
100000072,267,3.7
100000072,78,3.8
100000072,281,3.6
665782379,269,2.8
700696802,2,2
731941847,138,2.9
731941847,144,3.2
731941847,136,3.8
731941847,34,3.7
807783937,81,2.9
316405161,206,3.6
101193188,175,2.8
361400779,243,3.7
100000090,64,3.5
751972468,193,3.5
100000004,242,3.8
100000004,176,3.9
100000004,251,3.5
100000004,152,2.4
100000004,235,3.2
630144281,292,2.1
713710184,27,3.2
713710184,238,2.7
713710184,122,2.9
713710184,101,3.3
129474045,15,2.1
811579203,165,4
801414156,115,3.3
511830307,1,2
511830307,107,3.1
511830307,310,3.6
511830307,314,3
511830307,114,3.3
515957515,145,2.1
421176673,9,3.1
421176673,297,2.9
421176673,292,2.9
421176673,56,2.6
540421525,290,2.9
100000084,300,2.8
329661340,125,3.3
329661340,52,2
329661340,285,3.6
329661340,321,2.6
329661340,303,2.4
459155804,52,2.9
773993718,225,2.2
399433889,268,3.8
399433889,239,3.3
399433889,287,3.8
399433889,254,3.1
399433889,241,2.9
335306418,254,2.7
335306418,231,3.2
335306418,56,2.8
335306418,88,2.4
335306418,89,2.8
454374104,51,2.2
675981741,174,2.1
463885038,131,2.1
472427205,121,3.3
472427205,132,2
472427205,172,3.6
472427205,260,2.6
368852692,267,2.2
317423834,271,3.2
774550255,224,2.6
188522794,140,4
188522794,85,2.4
188522794,149,3.5
188522794,24,3.3
188522794,68,2.4
188522794,112,2.5
380576265,137,3.4
