StudentSSN,Section_ID
513973005,224
513973005,319
416892316,242
416892316,305
416892316,129
416892316,6
416892316,300
416892316,231
986741551,31
986741551,208
986741551,28
986741551,50
515366444,122
515366444,201
418461660,85
418461660,28
212932310,313
212932310,313
275469003,229
275469003,149
275469003,62
275469003,109
275469003,239
275469003,318
531962051,311
531962051,217
531962051,293
531962051,217
531962051,206
172507097,270
172507097,122
172507097,101
172507097,213
172507097,281
231865958,176
231865958,305
816334009,312
816334009,102
816334009,281
816334009,9
657564362,303
657564362,219
657564362,54
657564362,234
657564362,143
387611836,289
387611836,219
387611836,27
387611836,58
387611836,151
829954517,17
829954517,23
571673439,67
571673439,126
571673439,259
571673439,39
571673439,49
270848482,10
270848482,260
834112233,253
834112233,133
156526146,206
156526146,240
613091281,114
613091281,129
613091281,137
613091281,204
613091281,317
785418685,58
785418685,10
785418685,17
785418685,146
785418685,306
233591784,185
233591784,286
233591784,235
233591784,253
233591784,86
233591784,183
370375018,143
370375018,45
370375018,65
370375018,78
370375018,248
370375018,146
733700590,226
733700590,225
733700590,293
733700590,303
733700590,235
290277089,41
290277089,71
290277089,118
290277089,281
290277089,153
979966424,106
979966424,190
979966424,190
979966424,64
979966424,297
916952800,142
916952800,42
322635152,182
322635152,208
322635152,141
322635152,43
322635152,256
100000034,172
100000034,8
100000034,238
100000034,29
100000034,251
100000034,247
632698840,44
632698840,181
632698840,273
632698840,175
632698840,139
655500756,187
655500756,151
927304408,92
927304408,176
115774329,33
115774329,103
115774329,28
115774329,24
115774329,70
115774329,77
465735607,85
465735607,92
560458287,231
560458287,280
560458287,70
560458287,67
560458287,278
560458287,255
504448684,174
504448684,295
504448684,215
504448684,83
504448684,319
509736956,90
509736956,271
695459820,259
695459820,291
524078148,73
524078148,283
524078148,15
524078148,17
524078148,42
647506395,129
647506395,148
647506395,283
647506395,126
647506395,14
647506395,58
512038250,316
512038250,186
987260886,80
987260886,97
514086103,19
514086103,222
514086103,109
514086103,6
514086103,290
626176346,77
626176346,29
706572534,287
706572534,69
914408084,320
914408084,194
759603011,282
759603011,172
338354016,121
338354016,92
338354016,190
338354016,75
156438046,228
156438046,263
455628746,304
455628746,278
455628746,278
455628746,171
238352398,138
238352398,144
857149319,155
857149319,115
635926566,86
635926566,196
635926566,129
635926566,147
635926566,215
297149847,171
297149847,165
500019392,280
500019392,155
500019392,79
500019392,275
796740966,138
796740966,242
202448052,92
202448052,314
380910782,107
380910782,144
775632900,165
775632900,315
775632900,166
775632900,226
775632900,298
690275357,286
690275357,321
457743532,290
457743532,31
418483364,234
418483364,226
304665873,91
304665873,263
568629556,97
568629556,4
487452265,313
487452265,117
101739660,247
101739660,31
885256329,160
885256329,222
171799316,261
171799316,321
171799316,187
171799316,314
569423933,296
569423933,164
871575955,269
871575955,98
574300329,143
574300329,273
538711442,309
538711442,1
584937760,38
584937760,181
100000048,250
100000048,33
100000048,182
100000048,256
100000048,248
100000048,35
377839834,125
377839834,9
202313370,319
202313370,284
100000003,243
100000003,126
978250576,54
978250576,164
508652510,141
616819312,29
224163916,99
458509960,142
651780571,290
651780571,56
651780571,192
651780571,180
651780571,304
202440930,165
607152926,61
102283760,178
100000022,143
823810119,196
328304786,3
712848348,216
712848348,244
712848348,223
712848348,80
130849538,28
885740203,253
200311227,237
627311685,167
968964215,17
968964215,125
968964215,241
968964215,178
968964215,292
426920038,39
894584013,174
571243192,95
321518394,41
843456677,221
244310583,215
815498989,61
649526960,153
627362409,288
155884239,108
695317014,28
695317014,239
695317014,149
695317014,270
164683291,221
446449911,56
806336128,178
732191692,192
732191692,279
732191692,291
732191692,79
557548716,184
557548716,196
557548716,321
557548716,49
557548716,122
100000040,86
411620820,94
352674156,285
639433342,319
738787985,317
586864135,284
968684148,227
968684148,80
968684148,42
968684148,139
968684148,5
705919886,178
705919886,172
705919886,81
705919886,173
705919886,288
287768702,88
287768702,62
287768702,107
287768702,42
287768702,78
379308077,61
887079062,55
185164376,8
185164376,54
185164376,67
185164376,190
896453458,41
896453458,266
896453458,293
896453458,202
348188268,195
619554042,171
100000010,194
159228671,147
472021651,136
431903294,242
100000094,316
645926739,125
804055173,101
939171260,106
743234410,75
773852123,37
767348248,228
100000098,240
100000098,244
100000098,273
100000098,61
397874025,175
979347367,65
387675834,126
598157287,2
576714281,7
579406719,47
847262215,151
846986397,35
569317071,266
569317071,109
569317071,297
569317071,318
569317071,209
913261728,190
191247014,170
191247014,191
191247014,299
191247014,277
406730036,100
917134528,182
997926025,95
684634282,147
915553981,169
967195265,207
992888150,312
992888150,155
992888150,125
992888150,97
992888150,306
170915019,261
498274608,253
730232380,295
951297565,81
249898537,318
552411116,288
172798883,266
945623225,304
639158373,82
639158373,42
639158373,280
639158373,239
639158373,287
348996489,279
821230172,196
976248110,273
376226153,298
479364124,273
479364124,278
479364124,205
479364124,112
929699153,317
929699153,17
929699153,130
929699153,265
172615399,281
860858292,234
327476774,211
641748253,159
641748253,263
641748253,53
641748253,260
641748253,308
492303831,98
143525711,126
622507523,300
465507294,317
596877282,30
335667229,37
335667229,97
335667229,225
335667229,58
335667229,307
587348156,70
785725811,57
785725811,144
785725811,120
785725811,98
785725811,272
122766420,134
944318588,10
100000014,33
100000014,43
100000014,144
100000014,16
100000014,306
246613425,109
194548435,198
964885267,7
964885267,30
964885267,144
964885267,107
964885267,242
100000072,186
100000072,267
100000072,78
100000072,281
665782379,269
700696802,2
731941847,138
731941847,144
731941847,136
731941847,34
807783937,81
316405161,206
101193188,175
361400779,243
100000090,64
751972468,193
100000004,242
100000004,176
100000004,251
100000004,152
100000004,235
630144281,292
713710184,27
713710184,238
713710184,122
713710184,101
129474045,15
811579203,165
801414156,115
511830307,1
511830307,107
511830307,310
511830307,314
511830307,114
515957515,145
421176673,9
421176673,297
421176673,292
421176673,56
540421525,290
100000084,300
329661340,125
329661340,52
329661340,285
329661340,321
329661340,303
459155804,52
773993718,225
399433889,268
399433889,239
399433889,287
399433889,254
399433889,241
335306418,254
335306418,231
335306418,56
335306418,88
335306418,89
454374104,51
675981741,174
463885038,131
472427205,121
472427205,132
472427205,172
472427205,260
368852692,267
317423834,271
774550255,224
188522794,140
188522794,85
188522794,149
188522794,24
188522794,68
188522794,112
380576265,137
290953684,57
150590028,99
150590028,152
150590028,280
150590028,174
150590028,238
360696328,182
749942194,100
508046778,257
256338470,291
113446224,313
596087488,308
596087488,145
596087488,269
596087488,257
506902216,310
432790588,272
432790588,172
432790588,53
432790588,313
432790588,149
521254384,296
667242478,196
667242478,25
667242478,260
667242478,218
667242478,147
578425364,257
556795788,159
669393590,144
669393590,187
669393590,236
669393590,315
870542815,216
870542815,171
870542815,66
870542815,274
870542815,166
225683584,59
225683584,206
225683584,48
225683584,39
948088395,165
948088395,155
948088395,50
948088395,187
948088395,229
100000039,188
918163362,104
918163362,61
918163362,87
918163362,12
710143224,243
100000055,100
810893430,27
810893430,214
810893430,113
810893430,189
810893430,298
480134868,318
422926638,130
422926638,253
422926638,78
422926638,155
457703052,189
214783445,255
214783445,249
214783445,94
214783445,238
693105427,305
872890293,56
872890293,116
872890293,54
872890293,274
194417344,88
194417344,213
194417344,26
194417344,263
381627527,181
381627527,60
381627527,20
381627527,311
855786372,213
855786372,217
855786372,46
855786372,247
855786372,78
905807520,80
905807520,94
905807520,168
905807520,110
527064819,180
527064819,219
527064819,295
527064819,188
306164905,2
175768293,241
175768293,59
175768293,310
175768293,161
100000064,196
496644618,192
799907038,317
100000074,240
100000074,28
100000074,124
100000074,281
623463642,6
339113928,158
555946347,37
555946347,74
555946347,202
555946347,240
551041612,168
628758312,37
100000058,239
915440837,248
915440837,35
915440837,134
915440837,287
907934014,213
907934014,216
907934014,31
907934014,69
977618865,62
977618865,55
977618865,165
977618865,128
977618865,84
364395136,43
272062947,138
272062947,151
272062947,17
272062947,294
177664067,23
717034347,236
199147070,90
252628024,154
252628024,158
252628024,253
252628024,31
268473315,155
268473315,266
268473315,12
268473315,118
268473315,95
507461788,277
507461788,150
507461788,3
507461788,167
507461788,89
435837039,155
435837039,249
435837039,309
435837039,311
857940763,250
857940763,118
857940763,136
857940763,156
555794856,167
555794856,166
555794856,280
555794856,196
398186645,10
398186645,94
398186645,204
398186645,262
383669257,235
383669257,163
383669257,79
383669257,122
221268808,240
221268808,143
221268808,36
221268808,50
